id,name,group,habitat,mass.g,mass.reference
359,Ophiacantha_pentacis,Echinodermata,Benthic,0.06700000000000,"Ophiacantha_antarctica, from Jacob_etal_2011"
360,Ophiacantha_vivipara,Echinodermata,Benthic,0.06700000000000,"Ophiacantha_antarctica, from Jacob_etal_2011"
390,Porania_antarctica,Echinodermata,Benthic,0.07300000000000,Jacob_etal_2011
51,Euphausiacea,Crustacea,Benthopelagic,0.07500000000000,Jacob_etal_2011
325,Magellania_fragilis,Miscellaneous,Benthic,0.08200000000000,Jacob_etal_2011
275,Euchaetomera_antarcticus,Crustacea,Benthopelagic,0.08400000000000,Jacob_etal_2011
355,Odontaster_meridionalis,Echinodermata,Benthic,0.08400000000000,Jacob_etal_2011
231,Bostrychopora_dentata,Bryozoa,Benthic,0.08500000000000,Jacob_etal_2011
122,Clavularia_sp,Cnidaria,Benthic,0.08500000000000,Jacob_etal_2011
150,Clavularia_frankliniana,Cnidaria,Benthic,0.08500000000000,Jacob_etal_2011
98,Taeniogyrus_contortus,Echinodermata,Benthic,0.08500000000000,Jacob_etal_2011
