con.taxonomy,res.taxonomy,con.mass.mean.g.,res.mass.mean.g.,interaction.dimensionality
Parborlasia corrugatus,Limopsis marionensis,5800,0.35,2D
Parborlasia corrugatus,Lissarca notorcadensis,5800,5.6e-4,2D
Parborlasia corrugatus,Propeleda longicaudata,5800,0.012,2D
Parborlasia corrugatus,Cinachyra antarctica,5800,0.18,2D
Parborlasia corrugatus,Cinachyra barbata,5800,0.18,2D
Parborlasia corrugatus,Bathydorus spinosus,5800,1.2,2D
Parborlasia corrugatus,Iophon radiatus,5800,2.3,2D
Parborlasia corrugatus,Kirkpatrickia variolosa,5800,45,2D
Parborlasia corrugatus,Rossella racovitzae,5800,45,2D
Parborlasia corrugatus,Stylocordyla borealis,5800,45,2D
Parborlasia corrugatus,Homaxinella balfourensis,5800,2.3,2D
Parborlasia corrugatus,Scolymastra joubini,5800,720,2D
Parborlasia corrugatus,Latrunculia apicalis,5800,1,2D
Parborlasia corrugatus,Latrunculia brevis,5800,1,2D
Parborlasia corrugatus,Tetilla leptoderma,5800,30,2D
Parborlasia corrugatus,Haliclona dancoi,5800,5.6,2D
Parborlasia corrugatus,Mycale acerata,5800,12,2D
Parborlasia corrugatus,Rossella antarctica,5800,12,2D
Parborlasia corrugatus,Rossella tarenja,5800,12,2D
Parborlasia corrugatus,Haliclona tenella,5800,5.6,2D
Parborlasia corrugatus,Clathria pauper,5800,2.3,2D
Parborlasia corrugatus,Calyx arcuarius,5800,2.3,2D
Parborlasia corrugatus,Isodyctia toxophila,5800,5.6,2D
Parborlasia corrugatus,Isodyctia cavicornuta,5800,5.6,2D
Parborlasia corrugatus,Isodyctia steifera,5800,5.6,2D
Parborlasia corrugatus,Axociella nidificata,5800,6.5,2D
Parborlasia corrugatus,Rossella nuda,5800,300,2D
Parborlasia corrugatus,Tentorium papillatum,5800,5.6,2D
Parborlasia corrugatus,Tentorium semisuberites,5800,5.6,2D
Parborlasia corrugatus,Tedania oxeata,5800,5.6,2D
Parborlasia corrugatus,Tedania tantulata,5800,5.6,2D
Parborlasia corrugatus,Tedania vanhoeffeni,5800,5.6,2D
Parborlasia corrugatus,Phorbas areolatus,5800,1.2,2D
Parborlasia corrugatus,Phorbas glaberrima,5800,1.2,2D
Parborlasia corrugatus,Polymastia invaginata,5800,0.92,2D
Parborlasia corrugatus,Polymastia isidis,5800,0.92,2D
Parborlasia corrugatus,Anoxycalyx joubini,5800,720,2D
Parborlasia corrugatus,Beroe cucumis,5800,0.085,3D
Parborlasia corrugatus,Lyrocteis flavopallidus,5800,0.19,3D
Parborlasia corrugatus,Callianira antarctica,5800,5.6,3D
Parborlasia corrugatus,Phytodetritus,5800,-999,2D
Phascolion strombi,Phytodetritus,6.3e-7,-999,2D
Golfingia nordenskojoeldi,Phytodetritus,6.3e-7,-999,2D
Golfingia mawsoni,Phytodetritus,4.1e-5,-999,2D
Golfingia ohlini,Phytodetritus,2.8e-5,-999,2D
Golfingia anderssoni,Phytodetritus,0.0022,-999,2D
Golfingia margaritacea margaritacea,Phytodetritus,0.92,-999,2D
Alomasoma belyaevi,Phytodetritus,0.57,-999,2D
Echiurus antarcticus,Phytodetritus,8.8e-4,-999,2D
Hamingia,Phytodetritus,0.018,-999,2D
Maxmuelleria faex,Phytodetritus,0.01,-999,2D
Flustra angusta,Phytodetritus,0.69,-999,2D
Camptoplites tricornis,Phytodetritus,0.69,-999,2D
Nematoflustra flagellata,Phytodetritus,5.6,-999,2D
Austroflustra vulgaris,Phytodetritus,0.15,-999,2D
Melicerita obliqua,Phytodetritus,0.69,-999,2D
Systenopora contracta,Phytodetritus,30,-999,2D
Flustra antarctica,Phytodetritus,5.6,-999,2D
Fasciculiporoides ramosa,Phytodetritus,1.2,-999,2D
Reteporella hippocrepis,Phytodetritus,2.3,-999,2D
Lageneschara lyrulata,Phytodetritus,0.085,-999,2D
Isoschizoporella tricuspis,Phytodetritus,0.69,-999,2D
Caulastraea curvata,Phytodetritus,0.69,-999,2D
Chondriovelum adeliense,Phytodetritus,0.69,-999,2D
Bostrychopora dentata,Phytodetritus,0.085,-999,2D
Liothyrella uva,Phytodetritus,0.085,-999,2D
Magellania joubini,Phytodetritus,0.0022,-999,2D
Magellania fragilis,Phytodetritus,0.082,-999,2D
Crania lecointei,Phytodetritus,1.4e-4,-999,2D
Compsothyris racovitzae,Phytodetritus,0.0022,-999,2D
Liothyrella uva antarctica,Phytodetritus,0.085,-999,2D
Eukrohnia hamata,Calanus propinquus,0.0052,0.0057,3D
Eukrohnia hamata,Calanoides acutus,0.0052,0.0055,3D
Eukrohnia hamata,Metridia gerlachei,0.0052,0.0023,3D
Pseudosagitta gazellae,Metridia gerlachei,0.15,0.0023,3D
Pseudosagitta gazellae,Paraeuchaeta antarctica,0.15,0.0081,3D
Sagitta marri,Rhincalanus gigas,0.0013,0.02,3D
Sagitta marri,Calanus propinquus,0.0013,0.0057,3D
Sagitta marri,Calanoides acutus,0.0013,0.0055,3D
Sagitta marri,Metridia gerlachei,0.0013,0.0023,3D
Sagitta marri,Paraeuchaeta antarctica,0.0013,0.0081,3D
Sagitta marri,Pelagobia longicirrata,0.0013,0.0019,2D
Pseudosagitta maxima,Rhincalanus gigas,0.35,0.02,3D
Pseudosagitta maxima,Calanus propinquus,0.35,0.0057,3D
Pseudosagitta maxima,Calanoides acutus,0.35,0.0055,3D
Pseudosagitta maxima,Metridia gerlachei,0.35,0.0023,3D
Pseudosagitta maxima,Paraeuchaeta antarctica,0.35,0.0081,3D
Pseudosagitta maxima,Pelagobia longicirrata,0.35,0.0019,2D
Cephalodiscus,Phytodetritus,0.2,-999,2D
Molgula pedunculata,Phytodetritus,11,-999,2D
Ascidia challengeri,Phytodetritus,0.69,-999,2D
Corella eumyota,Phytodetritus,5.6,-999,2D
Aplidium vastum,Phytodetritus,5.6,-999,2D
Synoicum adareanum,Phytodetritus,4.1,-999,2D
Cnemidocarpa verrucosa,Phytodetritus,15,-999,2D
Sycozoa sigillinoides,Phytodetritus,0.01,-999,2D
Pyura bouvetensis,Phytodetritus,0.085,-999,2D
Pyura discoveryi,Phytodetritus,0.15,-999,2D
Pyura setosa,Phytodetritus,0.29,-999,2D
Pyura tunicata,Phytodetritus,0.19,-999,2D
Salpa thompsoni,Actinocyclus actinochilus,0.14,4.06e-11,2D
Salpa thompsoni,Actinocyclus spiritus,0.14,1.64e-11,2D
Salpa thompsoni,Actinocyclus utricularis,0.14,4.01e-12,2D
Salpa thompsoni,Azpeitia tabularis,0.14,1.14e-11,2D
Salpa thompsoni,Banquisia belgicae,0.14,4.01e-12,2D
Salpa thompsoni,Chaetoceros bulbosum,0.14,6.04e-13,2D
Salpa thompsoni,Chaetoceros concavicornis,0.14,4.01e-12,2D
Salpa thompsoni,Chaetoceros criophilum,0.14,4.01e-12,2D
Salpa thompsoni,Chaetoceros dichaeta,0.14,6.04e-13,2D
Salpa thompsoni,Chaetoceros flexuosum,0.14,1.67e-12,2D
Salpa thompsoni,Chaetoceros neglectum,0.14,9.11e-14,2D
Salpa thompsoni,Chaetoceros pelagicus,0.14,6.04e-13,2D
Salpa thompsoni,Chaetoceros socialis,0.14,1.71e-13,3D
Salpa thompsoni,Corethron criophilum,0.14,4.01e-12,2D
Salpa thompsoni,Coscinodiscus oculoides,0.14,1.59e-9,2D
Salpa thompsoni,Cylindrotheca closterium,0.14,4.89e-11,3D
Salpa thompsoni,Eucampia antarctica,0.14,7.29e-12,2D
Salpa thompsoni,Fragilariopsis curta,0.14,9.11e-14,2D
Salpa thompsoni,Fragilariopsis cylindrus,0.14,1.53e-14,2D
Salpa thompsoni,Fragilariopsis kerguelensis,0.14,3.29e-13,2D
Salpa thompsoni,Fragilariopsis linearis,0.14,4.53e-13,2D
Salpa thompsoni,Fragilariopsis nana,0.14,4.53e-13,2D
Salpa thompsoni,Fragilariopsis obliquecostata,0.14,4.53e-13,2D
Salpa thompsoni,Fragilariopsis pseudonana,0.14,9.11e-14,2D
Salpa thompsoni,Fragilariopsis rhombica,0.14,4.53e-13,2D
Salpa thompsoni,Fragilariopsis ritscheri,0.14,4.53e-13,2D
Salpa thompsoni,Fragilariopsis separanda,0.14,6.04e-13,2D
Salpa thompsoni,Fragilariopsis sublinearis,0.14,1.5e-13,2D
Salpa thompsoni,Fragilariopsis vanheurckii,0.14,9.11e-14,2D
Salpa thompsoni,Manguinea fusiformis,0.14,1.97e-10,2D
Salpa thompsoni,Manguinea rigida,0.14,9.1e-12,2D
Salpa thompsoni,Navicula glaciei,0.14,2.26e-14,2D
Salpa thompsoni,Navicula schefterae,0.14,2.26e-14,2D
Salpa thompsoni,Nitzschia kerguelensis,0.14,5.73e-12,2D
Salpa thompsoni,Nitzschia lecointei,0.14,4.63e-11,2D
Salpa thompsoni,Nitzschia neglecta,0.14,9.11e-14,2D
Salpa thompsoni,Odontella weissflogii,0.14,5.73e-12,2D
Salpa thompsoni,Porosira glacialis,0.14,2.94e-11,2D
Salpa thompsoni,Porosira pseudodenticulata,0.14,9.81e-11,2D
Salpa thompsoni,Proboscia alata,0.14,1.51e-12,2D
Salpa thompsoni,Proboscia inermi,0.14,9.94e-13,2D
Salpa thompsoni,Proboscia truncata,0.14,1.21e-11,2D
Salpa thompsoni,Pseudo-Nitzschia heimii,0.14,1.77e-10,2D
Salpa thompsoni,Pseudo-Nitzschia liniola,0.14,8.13e-10,2D
Salpa thompsoni,Pseudo-Nitzschia prolongatoides,0.14,3.74e-12,2D
Salpa thompsoni,Pseudo-Nitzschia subcurvata,0.14,2.22e-10,2D
Salpa thompsoni,Rhizosolenia antennata,0.14,7.78e-12,2D
Salpa thompsoni,Stellarima microtrias,0.14,1.01e-10,2D
Salpa thompsoni,Thalassiosira antarctica,0.14,1.14e-11,3D
Salpa thompsoni,Thalassiosira australis,0.14,2.57e-12,2D
Salpa thompsoni,Thalassiosira frenguelliopsis,0.14,3.54e-12,2D
Salpa thompsoni,Thalassiosira gracilis,0.14,2.57e-12,2D
Salpa thompsoni,Thalassiosira gracilis expecta,0.14,1.92e-11,2D
Salpa thompsoni,Thalassiosira gravida,0.14,5.2e-12,2D
Salpa thompsoni,Thalassiosira lentiginosa,0.14,6.35e-11,2D
Salpa thompsoni,Thalassiosira ritscheri,0.14,6.44e-11,2D
Salpa thompsoni,Thalassiosira trifulta,0.14,5.87e-12,2D
Salpa thompsoni,Thalassiosira tumida,0.14,6.54e-11,2D
Salpa thompsoni,Trichotoxon reinboldii,0.14,2.71e-13,2D
Salpa thompsoni,Dictyocha speculum,0.14,6.98e-12,2D
Salpa thompsoni,Phaeocystis antarctica,0.14,1.24e-13,2D
Salpa thompsoni,Silicioflagellata,0.14,3.44e-14,2D
Salpa thompsoni,Bodo saltans,0.14,2.28e-13,2D
Salpa thompsoni,Amphidinium hadai,0.14,4e-12,3D
Salpa thompsoni,Gyrodinium lachryama,0.14,1.2e-10,3D
Salpa thompsoni,Parvicorbucula socialis,0.14,3.3e-13,3D
Salpa thompsoni,Lenticulina antarctica,0.14,1.2e-9,2D
Salpa thompsoni,Neogloboquadriana pachyderma,0.14,1.2e-9,2D
Salpa thompsoni,Rhincalanus gigas,0.14,0.02,3D
Salpa thompsoni,Calanus propinquus,0.14,0.0057,3D
Salpa thompsoni,Calanoides acutus,0.14,0.0055,3D
Salpa thompsoni,Metridia gerlachei,0.14,0.0023,3D
Salpa thompsoni,Paraeuchaeta antarctica,0.14,0.0081,3D
Salpa thompsoni,Pelagobia longicirrata,0.14,0.0019,2D
Salpa thompsoni,Clione antarctica,0.14,0.1,3D
Salpa thompsoni,Clio pyramidata,0.14,0.017,3D
Salpa thompsoni,Limacina helicina antarctica,0.14,9.4e-5,3D
Salpa thompsoni,Eukrohnia hamata,0.14,0.0052,3D
Salpa thompsoni,Phytodetritus,0.14,-999,2D
Salpa gerlachei,Actinocyclus actinochilus,0.0074,4.06e-11,2D
Salpa gerlachei,Actinocyclus spiritus,0.0074,1.64e-11,2D
Salpa gerlachei,Actinocyclus utricularis,0.0074,4.01e-12,2D
Salpa gerlachei,Azpeitia tabularis,0.0074,1.14e-11,2D
Salpa gerlachei,Banquisia belgicae,0.0074,4.01e-12,2D
Salpa gerlachei,Chaetoceros bulbosum,0.0074,6.04e-13,2D
Salpa gerlachei,Chaetoceros concavicornis,0.0074,4.01e-12,2D
Salpa gerlachei,Chaetoceros criophilum,0.0074,4.01e-12,2D
Salpa gerlachei,Chaetoceros dichaeta,0.0074,6.04e-13,2D
Salpa gerlachei,Chaetoceros flexuosum,0.0074,1.67e-12,2D
Salpa gerlachei,Chaetoceros neglectum,0.0074,9.11e-14,2D
Salpa gerlachei,Chaetoceros pelagicus,0.0074,6.04e-13,2D
Salpa gerlachei,Chaetoceros socialis,0.0074,1.71e-13,3D
Salpa gerlachei,Corethron criophilum,0.0074,4.01e-12,2D
Salpa gerlachei,Coscinodiscus oculoides,0.0074,1.59e-9,2D
Salpa gerlachei,Cylindrotheca closterium,0.0074,4.89e-11,3D
Salpa gerlachei,Eucampia antarctica,0.0074,7.29e-12,2D
Salpa gerlachei,Fragilariopsis curta,0.0074,9.11e-14,2D
Salpa gerlachei,Fragilariopsis cylindrus,0.0074,1.53e-14,2D
Salpa gerlachei,Fragilariopsis kerguelensis,0.0074,3.29e-13,2D
Salpa gerlachei,Fragilariopsis linearis,0.0074,4.53e-13,2D
Salpa gerlachei,Fragilariopsis nana,0.0074,4.53e-13,2D
Salpa gerlachei,Fragilariopsis obliquecostata,0.0074,4.53e-13,2D
Salpa gerlachei,Fragilariopsis pseudonana,0.0074,9.11e-14,2D
Salpa gerlachei,Fragilariopsis rhombica,0.0074,4.53e-13,2D
Salpa gerlachei,Fragilariopsis ritscheri,0.0074,4.53e-13,2D
Salpa gerlachei,Fragilariopsis separanda,0.0074,6.04e-13,2D
Salpa gerlachei,Fragilariopsis sublinearis,0.0074,1.5e-13,2D
Salpa gerlachei,Fragilariopsis vanheurckii,0.0074,9.11e-14,2D
Salpa gerlachei,Manguinea fusiformis,0.0074,1.97e-10,2D
Salpa gerlachei,Manguinea rigida,0.0074,9.1e-12,2D
Salpa gerlachei,Navicula glaciei,0.0074,2.26e-14,2D
Salpa gerlachei,Navicula schefterae,0.0074,2.26e-14,2D
Salpa gerlachei,Nitzschia kerguelensis,0.0074,5.73e-12,2D
Salpa gerlachei,Nitzschia lecointei,0.0074,4.63e-11,2D
Salpa gerlachei,Nitzschia neglecta,0.0074,9.11e-14,2D
Salpa gerlachei,Odontella weissflogii,0.0074,5.73e-12,2D
Salpa gerlachei,Porosira glacialis,0.0074,2.94e-11,2D
Salpa gerlachei,Porosira pseudodenticulata,0.0074,9.81e-11,2D
Salpa gerlachei,Proboscia alata,0.0074,1.51e-12,2D
Salpa gerlachei,Proboscia inermi,0.0074,9.94e-13,2D
Salpa gerlachei,Proboscia truncata,0.0074,1.21e-11,2D
Salpa gerlachei,Pseudo-Nitzschia heimii,0.0074,1.77e-10,2D
Salpa gerlachei,Pseudo-Nitzschia liniola,0.0074,8.13e-10,2D
Salpa gerlachei,Pseudo-Nitzschia prolongatoides,0.0074,3.74e-12,2D
Salpa gerlachei,Pseudo-Nitzschia subcurvata,0.0074,2.22e-10,2D
Salpa gerlachei,Rhizosolenia antennata,0.0074,7.78e-12,2D
Salpa gerlachei,Stellarima microtrias,0.0074,1.01e-10,2D
Salpa gerlachei,Thalassiosira antarctica,0.0074,1.14e-11,3D
Salpa gerlachei,Thalassiosira australis,0.0074,2.57e-12,2D
Salpa gerlachei,Thalassiosira frenguelliopsis,0.0074,3.54e-12,2D
Salpa gerlachei,Thalassiosira gracilis,0.0074,2.57e-12,2D
Salpa gerlachei,Thalassiosira gracilis expecta,0.0074,1.92e-11,2D
Salpa gerlachei,Thalassiosira gravida,0.0074,5.2e-12,2D
Salpa gerlachei,Thalassiosira lentiginosa,0.0074,6.35e-11,2D
Salpa gerlachei,Thalassiosira ritscheri,0.0074,6.44e-11,2D
Salpa gerlachei,Thalassiosira trifulta,0.0074,5.87e-12,2D
Salpa gerlachei,Thalassiosira tumida,0.0074,6.54e-11,2D
Salpa gerlachei,Trichotoxon reinboldii,0.0074,2.71e-13,2D
Salpa gerlachei,Dictyocha speculum,0.0074,6.98e-12,2D
Salpa gerlachei,Phaeocystis antarctica,0.0074,1.24e-13,2D
Salpa gerlachei,Silicioflagellata,0.0074,3.44e-14,2D
Salpa gerlachei,Bodo saltans,0.0074,2.28e-13,2D
Salpa gerlachei,Amphidinium hadai,0.0074,4e-12,3D
Salpa gerlachei,Gyrodinium lachryama,0.0074,1.2e-10,3D
Salpa gerlachei,Parvicorbucula socialis,0.0074,3.3e-13,3D
Ihlea racovitzai,Actinocyclus actinochilus,0.0074,4.06e-11,2D
Ihlea racovitzai,Actinocyclus spiritus,0.0074,1.64e-11,2D
Ihlea racovitzai,Actinocyclus utricularis,0.0074,4.01e-12,2D
Ihlea racovitzai,Azpeitia tabularis,0.0074,1.14e-11,2D
Ihlea racovitzai,Banquisia belgicae,0.0074,4.01e-12,2D
Ihlea racovitzai,Chaetoceros bulbosum,0.0074,6.04e-13,2D
Ihlea racovitzai,Chaetoceros concavicornis,0.0074,4.01e-12,2D
Ihlea racovitzai,Chaetoceros criophilum,0.0074,4.01e-12,2D
Ihlea racovitzai,Chaetoceros dichaeta,0.0074,6.04e-13,2D
Ihlea racovitzai,Chaetoceros flexuosum,0.0074,1.67e-12,2D
Ihlea racovitzai,Chaetoceros neglectum,0.0074,9.11e-14,2D
Ihlea racovitzai,Chaetoceros pelagicus,0.0074,6.04e-13,2D
Ihlea racovitzai,Chaetoceros socialis,0.0074,1.71e-13,3D
Ihlea racovitzai,Corethron criophilum,0.0074,4.01e-12,2D
Ihlea racovitzai,Coscinodiscus oculoides,0.0074,1.59e-9,2D
Ihlea racovitzai,Cylindrotheca closterium,0.0074,4.89e-11,3D
Ihlea racovitzai,Eucampia antarctica,0.0074,7.29e-12,2D
Ihlea racovitzai,Fragilariopsis curta,0.0074,9.11e-14,2D
Ihlea racovitzai,Fragilariopsis cylindrus,0.0074,1.53e-14,2D
Ihlea racovitzai,Fragilariopsis kerguelensis,0.0074,3.29e-13,2D
Ihlea racovitzai,Fragilariopsis linearis,0.0074,4.53e-13,2D
Ihlea racovitzai,Fragilariopsis nana,0.0074,4.53e-13,2D
Ihlea racovitzai,Fragilariopsis obliquecostata,0.0074,4.53e-13,2D
Ihlea racovitzai,Fragilariopsis pseudonana,0.0074,9.11e-14,2D
Ihlea racovitzai,Fragilariopsis rhombica,0.0074,4.53e-13,2D
Ihlea racovitzai,Fragilariopsis ritscheri,0.0074,4.53e-13,2D
Ihlea racovitzai,Fragilariopsis separanda,0.0074,6.04e-13,2D
Ihlea racovitzai,Fragilariopsis sublinearis,0.0074,1.5e-13,2D
Ihlea racovitzai,Fragilariopsis vanheurckii,0.0074,9.11e-14,2D
Ihlea racovitzai,Manguinea fusiformis,0.0074,1.97e-10,2D
Ihlea racovitzai,Manguinea rigida,0.0074,9.1e-12,2D
Ihlea racovitzai,Navicula glaciei,0.0074,2.26e-14,2D
Ihlea racovitzai,Navicula schefterae,0.0074,2.26e-14,2D
Ihlea racovitzai,Nitzschia kerguelensis,0.0074,5.73e-12,2D
Ihlea racovitzai,Nitzschia lecointei,0.0074,4.63e-11,2D
Ihlea racovitzai,Nitzschia neglecta,0.0074,9.11e-14,2D
Ihlea racovitzai,Odontella weissflogii,0.0074,5.73e-12,2D
Ihlea racovitzai,Porosira glacialis,0.0074,2.94e-11,2D
Ihlea racovitzai,Porosira pseudodenticulata,0.0074,9.81e-11,2D
Ihlea racovitzai,Proboscia alata,0.0074,1.51e-12,2D
Ihlea racovitzai,Proboscia inermi,0.0074,9.94e-13,2D
Ihlea racovitzai,Proboscia truncata,0.0074,1.21e-11,2D
Ihlea racovitzai,Pseudo-Nitzschia heimii,0.0074,1.77e-10,2D
Ihlea racovitzai,Pseudo-Nitzschia liniola,0.0074,8.13e-10,2D
Ihlea racovitzai,Pseudo-Nitzschia prolongatoides,0.0074,3.74e-12,2D
Ihlea racovitzai,Pseudo-Nitzschia subcurvata,0.0074,2.22e-10,2D
Ihlea racovitzai,Rhizosolenia antennata,0.0074,7.78e-12,2D
Ihlea racovitzai,Stellarima microtrias,0.0074,1.01e-10,2D
Ihlea racovitzai,Thalassiosira antarctica,0.0074,1.14e-11,3D
Ihlea racovitzai,Thalassiosira australis,0.0074,2.57e-12,2D
Ihlea racovitzai,Thalassiosira frenguelliopsis,0.0074,3.54e-12,2D
Ihlea racovitzai,Thalassiosira gracilis,0.0074,2.57e-12,2D
Ihlea racovitzai,Thalassiosira gracilis expecta,0.0074,1.92e-11,2D
Ihlea racovitzai,Thalassiosira gravida,0.0074,5.2e-12,2D
Ihlea racovitzai,Thalassiosira lentiginosa,0.0074,6.35e-11,2D
Ihlea racovitzai,Thalassiosira ritscheri,0.0074,6.44e-11,2D
Ihlea racovitzai,Thalassiosira trifulta,0.0074,5.87e-12,2D
Ihlea racovitzai,Thalassiosira tumida,0.0074,6.54e-11,2D
Ihlea racovitzai,Trichotoxon reinboldii,0.0074,2.71e-13,2D
Ihlea racovitzai,Dictyocha speculum,0.0074,6.98e-12,2D
Ihlea racovitzai,Phaeocystis antarctica,0.0074,1.24e-13,2D
Ihlea racovitzai,Silicioflagellata,0.0074,3.44e-14,2D
Ihlea racovitzai,Bodo saltans,0.0074,2.28e-13,2D
Ihlea racovitzai,Amphidinium hadai,0.0074,4e-12,3D
Ihlea racovitzai,Gyrodinium lachryama,0.0074,1.2e-10,3D
Ihlea racovitzai,Parvicorbucula socialis,0.0074,3.3e-13,3D
Artedidraco orianae,Euphausia crystallorophias,95,1.2,3D
Artedidraco orianae,Euphausia frigida,95,0.17,3D
Artedidraco orianae,Thysanoessa macrura,95,0.15,3D
Artedidraco orianae,Euphausia superba,95,5.5,3D
Artedidraco orianae,Cyllopus lucasii,95,0.32,3D
Artedidraco orianae,Epimeria robusta,95,1.9,3D
Artedidraco orianae,Epimeria macrodonta,95,1.3,3D
Artedidraco orianae,Iphimediella  cyclogena,95,0.81,2D
Artedidraco orianae,Liljeborgia georgiana,95,0.59,3D
Artedidraco orianae,Rhincalanus gigas,95,0.02,3D
Artedidraco orianae,Calanus propinquus,95,0.0057,3D
Artedidraco orianae,Calanoides acutus,95,0.0055,3D
Artedidraco orianae,Metridia gerlachei,95,0.0023,3D
Artedidraco orianae,Paraeuchaeta antarctica,95,0.0081,3D
Artedidraco orianae,Natatolana obtusata,95,0.031,2D
Artedidraco orianae,Gnathia calva,95,0.016,2D
Artedidraco orianae,Conchoecia hettacra,95,4.4e-4,3D
Artedidraco orianae,Alacia hettacra,95,4.4e-4,2D
Artedidraco orianae,Alacia belgicae,95,4.4e-4,2D
Artedidraco orianae,Metaconchoecia isocheira,95,4.4e-4,2D
Artedidraco orianae,Boroecia antipoda,95,4.4e-4,2D
Artedidraco orianae,Conchoecia antipoda,95,4.4e-4,3D
Artedidraco orianae,Pentanymphon antarcticum,95,3.4e-4,2D
Artedidraco orianae,Ammothea carolinensis,95,0.17,2D
Artedidraco orianae,Colossendeis scotti,95,3.7,2D
Artedidraco orianae,Nymphon gracillimum,95,0.2,2D
Artedidraco orianae,Eunoe spica,95,4.2,2D
Artedidraco loennbergi,Ampelisca richardsoni,17,0.81,2D
Artedidraco loennbergi,Abyssorchomene rossi,17,1.9,3D
Artedidraco loennbergi,Abyssorchomene plebs,17,0.47,3D
Artedidraco loennbergi,Abyssorchomene nodimanus,17,0.24,3D
Artedidraco loennbergi,Eusirus antarcticus,17,0.14,3D
Artedidraco loennbergi,Eusirus perdentatus,17,19,3D
Artedidraco loennbergi,Alexandrella mixta,17,1.3,2D
Artedidraco loennbergi,Tryphosella murrayi,17,1.3,3D
Artedidraco loennbergi,Waldeckia obesa,17,1.3,3D
Artedidraco loennbergi,Parschisturella ceruviata,17,0.32,2D
Artedidraco loennbergi,Paramoera walkeri,17,0.73,2D
Artedidraco loennbergi,Epimeriella walkeri,17,0.73,3D
Artedidraco loennbergi,Cyllopus lucasii,17,0.32,3D
Artedidraco loennbergi,Hyperiella dilatata,17,0.0057,3D
Artedidraco loennbergi,Vibilia antarctica,17,1.1e-4,3D
Artedidraco loennbergi,Vibilia stebbingi,17,1.1e-4,3D
Artedidraco loennbergi,Hyperia macrocephala,17,0.42,3D
Artedidraco loennbergi,Epimeria similis,17,3.7,3D
Artedidraco loennbergi,Epimeria robusta,17,1.9,3D
Artedidraco loennbergi,Epimeria macrodonta,17,1.3,3D
Artedidraco loennbergi,Epimeria rubrieques,17,10,3D
Artedidraco loennbergi,Epimeria georgiana,17,1.9,3D
Artedidraco loennbergi,Melphidippa antarctica,17,0.47,3D
Artedidraco loennbergi,Oediceroides emarginatus,17,6.4,3D
Artedidraco loennbergi,Oediceroides calmani,17,0.81,3D
Artedidraco loennbergi,Maxilliphimedia longipes,17,0.81,2D
Artedidraco loennbergi,Gnathiphimedia mandibularis,17,3.7,2D
Artedidraco loennbergi,Echiniphimedia hodgsoni,17,1.9,2D
Artedidraco loennbergi,Iphimediella  cyclogena,17,0.81,2D
Artedidraco loennbergi,Paraceradocus gibber,17,6.4,3D
Artedidraco loennbergi,Liljeborgia georgiana,17,0.59,3D
Artedidraco loennbergi,Momoculodes scabriculosus,17,0.47,2D
Artedidraco loennbergi,Uristes gigas,17,0.59,3D
Artedidraco loennbergi,Eurythenes gryllus,17,50,3D
Artedidraco loennbergi,Bathypanoploea schellenbergi,17,3.7,3D
Artedidraco loennbergi,Pseudorchomene coatsi,17,0.47,2D
Artedidraco loennbergi,Heterophoxus videns,17,0.031,3D
Artedidraco loennbergi,Haplocheira plumosa,17,0.031,2D
Artedidraco loennbergi,Oradarea edentata,17,0.031,2D
Artedidraco loennbergi,Djerboa furcipes,17,0.031,2D
Artedidraco loennbergi,Rhachotropis antarctica,17,0.18,3D
Artedidraco loennbergi,Themisto gaudichaudii,17,0.12,3D
Artedidraco loennbergi,Primno macropa,17,0.24,3D
Artedidraco loennbergi,Rhincalanus gigas,17,0.02,3D
Artedidraco loennbergi,Calanus propinquus,17,0.0057,3D
