"","resource","consumer"
"1","Amphidinium hadai","Bodo saltans"
"2","Gyrodinium lachryama","Bodo saltans"
"3","Amphidinium hadai","Amphidinium hadai"
"4","Gyrodinium lachryama","Amphidinium hadai"
"5","Amphidinium hadai","Gyrodinium lachryama"
"6","Gyrodinium lachryama","Gyrodinium lachryama"
"7","Actinocyclus actinochilus","Parvicorbucula socialis"
"8","Actinocyclus spiritus","Parvicorbucula socialis"
"9","Actinocyclus utricularis","Parvicorbucula socialis"
"10","Azpeitia tabularis","Parvicorbucula socialis"
"11","Banquisia belgicae","Parvicorbucula socialis"
"12","Chaetoceros bulbosum","Parvicorbucula socialis"
"13","Chaetoceros concavicornis","Parvicorbucula socialis"
"14","Chaetoceros criophilum","Parvicorbucula socialis"
"15","Chaetoceros dichaeta","Parvicorbucula socialis"
"16","Chaetoceros flexuosum","Parvicorbucula socialis"
"17","Chaetoceros neglectum","Parvicorbucula socialis"
"18","Chaetoceros pelagicus","Parvicorbucula socialis"
"19","Chaetoceros socialis","Parvicorbucula socialis"
"20","Corethron criophilum","Parvicorbucula socialis"
"21","Coscinodiscus oculoides","Parvicorbucula socialis"
"22","Cylindrotheca closterium","Parvicorbucula socialis"
"23","Eucampia antarctica","Parvicorbucula socialis"
"24","Fragilariopsis curta","Parvicorbucula socialis"
"25","Fragilariopsis cylindrus","Parvicorbucula socialis"
"26","Fragilariopsis kerguelensis","Parvicorbucula socialis"
"27","Fragilariopsis linearis","Parvicorbucula socialis"
"28","Fragilariopsis nana","Parvicorbucula socialis"
"29","Fragilariopsis obliquecostata","Parvicorbucula socialis"
"30","Fragilariopsis pseudonana","Parvicorbucula socialis"
"31","Fragilariopsis rhombica","Parvicorbucula socialis"
"32","Fragilariopsis ritscheri","Parvicorbucula socialis"
"33","Fragilariopsis separanda","Parvicorbucula socialis"
"34","Fragilariopsis sublinearis","Parvicorbucula socialis"
"35","Fragilariopsis vanheurckii","Parvicorbucula socialis"
"36","Manguinea fusiformis","Parvicorbucula socialis"
"37","Manguinea rigida","Parvicorbucula socialis"
"38","Navicula glaciei","Parvicorbucula socialis"
"39","Navicula schefterae","Parvicorbucula socialis"
"40","Nitzschia kerguelensis","Parvicorbucula socialis"
"41","Nitzschia lecointei","Parvicorbucula socialis"
"42","Nitzschia neglecta","Parvicorbucula socialis"
"43","Odontella weissflogii","Parvicorbucula socialis"
"44","Porosira glacialis","Parvicorbucula socialis"
"45","Porosira pseudodenticulata","Parvicorbucula socialis"
"46","Proboscia alata","Parvicorbucula socialis"
"47","Proboscia inermi","Parvicorbucula socialis"
"48","Proboscia truncata","Parvicorbucula socialis"
"49","Pseudo-Nitzschia heimii","Parvicorbucula socialis"
"50","Pseudo-Nitzschia liniola","Parvicorbucula socialis"
"51","Pseudo-Nitzschia prolongatoides","Parvicorbucula socialis"
"52","Pseudo-Nitzschia subcurvata","Parvicorbucula socialis"
"53","Rhizosolenia antennata","Parvicorbucula socialis"
"54","Stellarima microtrias","Parvicorbucula socialis"
"55","Thalassiosira antarctica","Parvicorbucula socialis"
"56","Thalassiosira australis","Parvicorbucula socialis"
"57","Thalassiosira frenguelliopsis","Parvicorbucula socialis"
"58","Thalassiosira gracilis","Parvicorbucula socialis"
"59","Thalassiosira gracilis expecta","Parvicorbucula socialis"
"60","Thalassiosira gravida","Parvicorbucula socialis"
"61","Thalassiosira lentiginosa","Parvicorbucula socialis"
"62","Thalassiosira ritscheri","Parvicorbucula socialis"
"63","Thalassiosira trifulta","Parvicorbucula socialis"
"64","Thalassiosira tumida","Parvicorbucula socialis"
"65","Trichotoxon reinboldii","Parvicorbucula socialis"
"66","Phytodetritus","Parvicorbucula socialis"
"67","Sediment","Parvicorbucula socialis"
"68","Actinocyclus actinochilus","Cassidulinoides parkerianus"
"69","Actinocyclus spiritus","Cassidulinoides parkerianus"
"70","Actinocyclus utricularis","Cassidulinoides parkerianus"
"71","Azpeitia tabularis","Cassidulinoides parkerianus"
"72","Banquisia belgicae","Cassidulinoides parkerianus"
"73","Chaetoceros bulbosum","Cassidulinoides parkerianus"
"74","Chaetoceros concavicornis","Cassidulinoides parkerianus"
"75","Chaetoceros criophilum","Cassidulinoides parkerianus"
"76","Chaetoceros dichaeta","Cassidulinoides parkerianus"
"77","Chaetoceros flexuosum","Cassidulinoides parkerianus"
"78","Chaetoceros neglectum","Cassidulinoides parkerianus"
"79","Chaetoceros pelagicus","Cassidulinoides parkerianus"
"80","Chaetoceros socialis","Cassidulinoides parkerianus"
"81","Corethron criophilum","Cassidulinoides parkerianus"
"82","Coscinodiscus oculoides","Cassidulinoides parkerianus"
"83","Cylindrotheca closterium","Cassidulinoides parkerianus"
"84","Eucampia antarctica","Cassidulinoides parkerianus"
"85","Fragilariopsis curta","Cassidulinoides parkerianus"
"86","Fragilariopsis cylindrus","Cassidulinoides parkerianus"
"87","Fragilariopsis kerguelensis","Cassidulinoides parkerianus"
"88","Fragilariopsis linearis","Cassidulinoides parkerianus"
"89","Fragilariopsis nana","Cassidulinoides parkerianus"
"90","Fragilariopsis obliquecostata","Cassidulinoides parkerianus"
"91","Fragilariopsis pseudonana","Cassidulinoides parkerianus"
"92","Fragilariopsis rhombica","Cassidulinoides parkerianus"
"93","Fragilariopsis ritscheri","Cassidulinoides parkerianus"
"94","Fragilariopsis separanda","Cassidulinoides parkerianus"
"95","Fragilariopsis sublinearis","Cassidulinoides parkerianus"
"96","Fragilariopsis vanheurckii","Cassidulinoides parkerianus"
"97","Manguinea fusiformis","Cassidulinoides parkerianus"
"98","Manguinea rigida","Cassidulinoides parkerianus"
"99","Navicula glaciei","Cassidulinoides parkerianus"
"100","Navicula schefterae","Cassidulinoides parkerianus"
"101","Nitzschia kerguelensis","Cassidulinoides parkerianus"
"102","Nitzschia lecointei","Cassidulinoides parkerianus"
"103","Nitzschia neglecta","Cassidulinoides parkerianus"
"104","Odontella weissflogii","Cassidulinoides parkerianus"
"105","Porosira glacialis","Cassidulinoides parkerianus"
"106","Porosira pseudodenticulata","Cassidulinoides parkerianus"
"107","Proboscia alata","Cassidulinoides parkerianus"
"108","Proboscia inermi","Cassidulinoides parkerianus"
"109","Proboscia truncata","Cassidulinoides parkerianus"
"110","Pseudo-Nitzschia heimii","Cassidulinoides parkerianus"
"111","Pseudo-Nitzschia liniola","Cassidulinoides parkerianus"
"112","Pseudo-Nitzschia prolongatoides","Cassidulinoides parkerianus"
"113","Pseudo-Nitzschia subcurvata","Cassidulinoides parkerianus"
"114","Rhizosolenia antennata","Cassidulinoides parkerianus"
"115","Stellarima microtrias","Cassidulinoides parkerianus"
"116","Thalassiosira antarctica","Cassidulinoides parkerianus"
"117","Thalassiosira australis","Cassidulinoides parkerianus"
"118","Thalassiosira frenguelliopsis","Cassidulinoides parkerianus"
"119","Thalassiosira gracilis","Cassidulinoides parkerianus"
"120","Thalassiosira gracilis expecta","Cassidulinoides parkerianus"
"121","Thalassiosira gravida","Cassidulinoides parkerianus"
"122","Thalassiosira lentiginosa","Cassidulinoides parkerianus"
"123","Thalassiosira ritscheri","Cassidulinoides parkerianus"
"124","Thalassiosira trifulta","Cassidulinoides parkerianus"
"125","Thalassiosira tumida","Cassidulinoides parkerianus"
"126","Trichotoxon reinboldii","Cassidulinoides parkerianus"
"127","Phytodetritus","Cassidulinoides parkerianus"
"128","Sediment","Cassidulinoides parkerianus"
"129","Actinocyclus actinochilus","Cibicides refulgens"
"130","Actinocyclus spiritus","Cibicides refulgens"
"131","Actinocyclus utricularis","Cibicides refulgens"
"132","Azpeitia tabularis","Cibicides refulgens"
"133","Banquisia belgicae","Cibicides refulgens"
"134","Chaetoceros bulbosum","Cibicides refulgens"
"135","Chaetoceros concavicornis","Cibicides refulgens"
"136","Chaetoceros criophilum","Cibicides refulgens"
"137","Chaetoceros dichaeta","Cibicides refulgens"
"138","Chaetoceros flexuosum","Cibicides refulgens"
"139","Chaetoceros neglectum","Cibicides refulgens"
"140","Chaetoceros pelagicus","Cibicides refulgens"
"141","Chaetoceros socialis","Cibicides refulgens"
"142","Corethron criophilum","Cibicides refulgens"
"143","Coscinodiscus oculoides","Cibicides refulgens"
"144","Cylindrotheca closterium","Cibicides refulgens"
"145","Eucampia antarctica","Cibicides refulgens"
"146","Fragilariopsis curta","Cibicides refulgens"
"147","Fragilariopsis cylindrus","Cibicides refulgens"
"148","Fragilariopsis kerguelensis","Cibicides refulgens"
"149","Fragilariopsis linearis","Cibicides refulgens"
"150","Fragilariopsis nana","Cibicides refulgens"
"151","Fragilariopsis obliquecostata","Cibicides refulgens"
"152","Fragilariopsis pseudonana","Cibicides refulgens"
"153","Fragilariopsis rhombica","Cibicides refulgens"
"154","Fragilariopsis ritscheri","Cibicides refulgens"
"155","Fragilariopsis separanda","Cibicides refulgens"
"156","Fragilariopsis sublinearis","Cibicides refulgens"
"157","Fragilariopsis vanheurckii","Cibicides refulgens"
"158","Manguinea fusiformis","Cibicides refulgens"
"159","Manguinea rigida","Cibicides refulgens"
"160","Navicula glaciei","Cibicides refulgens"
"161","Navicula schefterae","Cibicides refulgens"
"162","Nitzschia kerguelensis","Cibicides refulgens"
"163","Nitzschia lecointei","Cibicides refulgens"
"164","Nitzschia neglecta","Cibicides refulgens"
"165","Odontella weissflogii","Cibicides refulgens"
"166","Porosira glacialis","Cibicides refulgens"
"167","Porosira pseudodenticulata","Cibicides refulgens"
"168","Proboscia alata","Cibicides refulgens"
"169","Proboscia inermi","Cibicides refulgens"
"170","Proboscia truncata","Cibicides refulgens"
"171","Pseudo-Nitzschia heimii","Cibicides refulgens"
"172","Pseudo-Nitzschia liniola","Cibicides refulgens"
"173","Pseudo-Nitzschia prolongatoides","Cibicides refulgens"
"174","Pseudo-Nitzschia subcurvata","Cibicides refulgens"
"175","Rhizosolenia antennata","Cibicides refulgens"
"176","Stellarima microtrias","Cibicides refulgens"
"177","Thalassiosira antarctica","Cibicides refulgens"
"178","Thalassiosira australis","Cibicides refulgens"
"179","Thalassiosira frenguelliopsis","Cibicides refulgens"
"180","Thalassiosira gracilis","Cibicides refulgens"
"181","Thalassiosira gracilis expecta","Cibicides refulgens"
"182","Thalassiosira gravida","Cibicides refulgens"
"183","Thalassiosira lentiginosa","Cibicides refulgens"
"184","Thalassiosira ritscheri","Cibicides refulgens"
"185","Thalassiosira trifulta","Cibicides refulgens"
"186","Thalassiosira tumida","Cibicides refulgens"
"187","Trichotoxon reinboldii","Cibicides refulgens"
"188","Phytodetritus","Cibicides refulgens"
"189","Sediment","Cibicides refulgens"
"190","Actinocyclus actinochilus","Globocassidulina crassa"
"191","Actinocyclus spiritus","Globocassidulina crassa"
"192","Actinocyclus utricularis","Globocassidulina crassa"
"193","Azpeitia tabularis","Globocassidulina crassa"
"194","Banquisia belgicae","Globocassidulina crassa"
"195","Chaetoceros bulbosum","Globocassidulina crassa"
"196","Chaetoceros concavicornis","Globocassidulina crassa"
"197","Chaetoceros criophilum","Globocassidulina crassa"
"198","Chaetoceros dichaeta","Globocassidulina crassa"
"199","Chaetoceros flexuosum","Globocassidulina crassa"
"200","Chaetoceros neglectum","Globocassidulina crassa"
"201","Chaetoceros pelagicus","Globocassidulina crassa"
"202","Chaetoceros socialis","Globocassidulina crassa"
"203","Corethron criophilum","Globocassidulina crassa"
"204","Coscinodiscus oculoides","Globocassidulina crassa"
"205","Cylindrotheca closterium","Globocassidulina crassa"
"206","Eucampia antarctica","Globocassidulina crassa"
"207","Fragilariopsis curta","Globocassidulina crassa"
"208","Fragilariopsis cylindrus","Globocassidulina crassa"
"209","Fragilariopsis kerguelensis","Globocassidulina crassa"
"210","Fragilariopsis linearis","Globocassidulina crassa"
"211","Fragilariopsis nana","Globocassidulina crassa"
"212","Fragilariopsis obliquecostata","Globocassidulina crassa"
"213","Fragilariopsis pseudonana","Globocassidulina crassa"
"214","Fragilariopsis rhombica","Globocassidulina crassa"
"215","Fragilariopsis ritscheri","Globocassidulina crassa"
"216","Fragilariopsis separanda","Globocassidulina crassa"
"217","Fragilariopsis sublinearis","Globocassidulina crassa"
"218","Fragilariopsis vanheurckii","Globocassidulina crassa"
"219","Manguinea fusiformis","Globocassidulina crassa"
"220","Manguinea rigida","Globocassidulina crassa"
"221","Navicula glaciei","Globocassidulina crassa"
"222","Navicula schefterae","Globocassidulina crassa"
"223","Nitzschia kerguelensis","Globocassidulina crassa"
"224","Nitzschia lecointei","Globocassidulina crassa"
"225","Nitzschia neglecta","Globocassidulina crassa"
"226","Odontella weissflogii","Globocassidulina crassa"
"227","Porosira glacialis","Globocassidulina crassa"
"228","Porosira pseudodenticulata","Globocassidulina crassa"
"229","Proboscia alata","Globocassidulina crassa"
"230","Proboscia inermi","Globocassidulina crassa"
"231","Proboscia truncata","Globocassidulina crassa"
"232","Pseudo-Nitzschia heimii","Globocassidulina crassa"
"233","Pseudo-Nitzschia liniola","Globocassidulina crassa"
"234","Pseudo-Nitzschia prolongatoides","Globocassidulina crassa"
"235","Pseudo-Nitzschia subcurvata","Globocassidulina crassa"
"236","Rhizosolenia antennata","Globocassidulina crassa"
"237","Stellarima microtrias","Globocassidulina crassa"
"238","Thalassiosira antarctica","Globocassidulina crassa"
"239","Thalassiosira australis","Globocassidulina crassa"
"240","Thalassiosira frenguelliopsis","Globocassidulina crassa"
"241","Thalassiosira gracilis","Globocassidulina crassa"
"242","Thalassiosira gracilis expecta","Globocassidulina crassa"
"243","Thalassiosira gravida","Globocassidulina crassa"
"244","Thalassiosira lentiginosa","Globocassidulina crassa"
"245","Thalassiosira ritscheri","Globocassidulina crassa"
"246","Thalassiosira trifulta","Globocassidulina crassa"
"247","Thalassiosira tumida","Globocassidulina crassa"
"248","Trichotoxon reinboldii","Globocassidulina crassa"
"249","Phytodetritus","Globocassidulina crassa"
"250","Sediment","Globocassidulina crassa"
"251","Actinocyclus actinochilus","Lenticulina antarctica"
"252","Actinocyclus spiritus","Lenticulina antarctica"
"253","Actinocyclus utricularis","Lenticulina antarctica"
"254","Azpeitia tabularis","Lenticulina antarctica"
"255","Banquisia belgicae","Lenticulina antarctica"
"256","Chaetoceros bulbosum","Lenticulina antarctica"
"257","Chaetoceros concavicornis","Lenticulina antarctica"
"258","Chaetoceros criophilum","Lenticulina antarctica"
"259","Chaetoceros dichaeta","Lenticulina antarctica"
"260","Chaetoceros flexuosum","Lenticulina antarctica"
"261","Chaetoceros neglectum","Lenticulina antarctica"
"262","Chaetoceros pelagicus","Lenticulina antarctica"
"263","Chaetoceros socialis","Lenticulina antarctica"
"264","Corethron criophilum","Lenticulina antarctica"
"265","Coscinodiscus oculoides","Lenticulina antarctica"
"266","Cylindrotheca closterium","Lenticulina antarctica"
"267","Eucampia antarctica","Lenticulina antarctica"
"268","Fragilariopsis curta","Lenticulina antarctica"
"269","Fragilariopsis cylindrus","Lenticulina antarctica"
"270","Fragilariopsis kerguelensis","Lenticulina antarctica"
"271","Fragilariopsis linearis","Lenticulina antarctica"
"272","Fragilariopsis nana","Lenticulina antarctica"
"273","Fragilariopsis obliquecostata","Lenticulina antarctica"
"274","Fragilariopsis pseudonana","Lenticulina antarctica"
"275","Fragilariopsis rhombica","Lenticulina antarctica"
"276","Fragilariopsis ritscheri","Lenticulina antarctica"
"277","Fragilariopsis separanda","Lenticulina antarctica"
"278","Fragilariopsis sublinearis","Lenticulina antarctica"
"279","Fragilariopsis vanheurckii","Lenticulina antarctica"
"280","Manguinea fusiformis","Lenticulina antarctica"
"281","Manguinea rigida","Lenticulina antarctica"
"282","Navicula glaciei","Lenticulina antarctica"
"283","Navicula schefterae","Lenticulina antarctica"
"284","Nitzschia kerguelensis","Lenticulina antarctica"
"285","Nitzschia lecointei","Lenticulina antarctica"
"286","Nitzschia neglecta","Lenticulina antarctica"
"287","Odontella weissflogii","Lenticulina antarctica"
"288","Porosira glacialis","Lenticulina antarctica"
"289","Porosira pseudodenticulata","Lenticulina antarctica"
"290","Proboscia alata","Lenticulina antarctica"
"291","Proboscia inermi","Lenticulina antarctica"
"292","Proboscia truncata","Lenticulina antarctica"
"293","Pseudo-Nitzschia heimii","Lenticulina antarctica"
"294","Pseudo-Nitzschia liniola","Lenticulina antarctica"
"295","Pseudo-Nitzschia prolongatoides","Lenticulina antarctica"
"296","Pseudo-Nitzschia subcurvata","Lenticulina antarctica"
"297","Rhizosolenia antennata","Lenticulina antarctica"
"298","Stellarima microtrias","Lenticulina antarctica"
"299","Thalassiosira antarctica","Lenticulina antarctica"
"300","Thalassiosira australis","Lenticulina antarctica"
"301","Thalassiosira frenguelliopsis","Lenticulina antarctica"
"302","Thalassiosira gracilis","Lenticulina antarctica"
"303","Thalassiosira gracilis expecta","Lenticulina antarctica"
"304","Thalassiosira gravida","Lenticulina antarctica"
"305","Thalassiosira lentiginosa","Lenticulina antarctica"
"306","Thalassiosira ritscheri","Lenticulina antarctica"
"307","Thalassiosira trifulta","Lenticulina antarctica"
"308","Thalassiosira tumida","Lenticulina antarctica"
"309","Trichotoxon reinboldii","Lenticulina antarctica"
"310","Phytodetritus","Lenticulina antarctica"
"311","Sediment","Lenticulina antarctica"
"312","Actinocyclus actinochilus","Neogloboquadriana pachyderma"
"313","Actinocyclus spiritus","Neogloboquadriana pachyderma"
"314","Actinocyclus utricularis","Neogloboquadriana pachyderma"
"315","Azpeitia tabularis","Neogloboquadriana pachyderma"
"316","Banquisia belgicae","Neogloboquadriana pachyderma"
"317","Chaetoceros bulbosum","Neogloboquadriana pachyderma"
"318","Chaetoceros concavicornis","Neogloboquadriana pachyderma"
"319","Chaetoceros criophilum","Neogloboquadriana pachyderma"
"320","Chaetoceros dichaeta","Neogloboquadriana pachyderma"
"321","Chaetoceros flexuosum","Neogloboquadriana pachyderma"
"322","Chaetoceros neglectum","Neogloboquadriana pachyderma"
"323","Chaetoceros pelagicus","Neogloboquadriana pachyderma"
"324","Chaetoceros socialis","Neogloboquadriana pachyderma"
"325","Corethron criophilum","Neogloboquadriana pachyderma"
"326","Coscinodiscus oculoides","Neogloboquadriana pachyderma"
"327","Cylindrotheca closterium","Neogloboquadriana pachyderma"
"328","Eucampia antarctica","Neogloboquadriana pachyderma"
"329","Fragilariopsis curta","Neogloboquadriana pachyderma"
"330","Fragilariopsis cylindrus","Neogloboquadriana pachyderma"
"331","Fragilariopsis kerguelensis","Neogloboquadriana pachyderma"
"332","Fragilariopsis linearis","Neogloboquadriana pachyderma"
"333","Fragilariopsis nana","Neogloboquadriana pachyderma"
"334","Fragilariopsis obliquecostata","Neogloboquadriana pachyderma"
"335","Fragilariopsis pseudonana","Neogloboquadriana pachyderma"
"336","Fragilariopsis rhombica","Neogloboquadriana pachyderma"
"337","Fragilariopsis ritscheri","Neogloboquadriana pachyderma"
"338","Fragilariopsis separanda","Neogloboquadriana pachyderma"
"339","Fragilariopsis sublinearis","Neogloboquadriana pachyderma"
"340","Fragilariopsis vanheurckii","Neogloboquadriana pachyderma"
"341","Manguinea fusiformis","Neogloboquadriana pachyderma"
"342","Manguinea rigida","Neogloboquadriana pachyderma"
"343","Navicula glaciei","Neogloboquadriana pachyderma"
"344","Navicula schefterae","Neogloboquadriana pachyderma"
"345","Nitzschia kerguelensis","Neogloboquadriana pachyderma"
"346","Nitzschia lecointei","Neogloboquadriana pachyderma"
"347","Nitzschia neglecta","Neogloboquadriana pachyderma"
"348","Odontella weissflogii","Neogloboquadriana pachyderma"
"349","Porosira glacialis","Neogloboquadriana pachyderma"
"350","Porosira pseudodenticulata","Neogloboquadriana pachyderma"
"351","Proboscia alata","Neogloboquadriana pachyderma"
"352","Proboscia inermi","Neogloboquadriana pachyderma"
"353","Proboscia truncata","Neogloboquadriana pachyderma"
"354","Pseudo-Nitzschia heimii","Neogloboquadriana pachyderma"
"355","Pseudo-Nitzschia liniola","Neogloboquadriana pachyderma"
"356","Pseudo-Nitzschia prolongatoides","Neogloboquadriana pachyderma"
"357","Pseudo-Nitzschia subcurvata","Neogloboquadriana pachyderma"
"358","Rhizosolenia antennata","Neogloboquadriana pachyderma"
"359","Stellarima microtrias","Neogloboquadriana pachyderma"
"360","Thalassiosira antarctica","Neogloboquadriana pachyderma"
"361","Thalassiosira australis","Neogloboquadriana pachyderma"
"362","Thalassiosira frenguelliopsis","Neogloboquadriana pachyderma"
"363","Thalassiosira gracilis","Neogloboquadriana pachyderma"
"364","Thalassiosira gracilis expecta","Neogloboquadriana pachyderma"
"365","Thalassiosira gravida","Neogloboquadriana pachyderma"
"366","Thalassiosira lentiginosa","Neogloboquadriana pachyderma"
"367","Thalassiosira ritscheri","Neogloboquadriana pachyderma"
"368","Thalassiosira trifulta","Neogloboquadriana pachyderma"
"369","Thalassiosira tumida","Neogloboquadriana pachyderma"
"370","Trichotoxon reinboldii","Neogloboquadriana pachyderma"
"371","Phytodetritus","Neogloboquadriana pachyderma"
"372","Sediment","Neogloboquadriana pachyderma"
"373","Actinocyclus actinochilus","Euphausia crystallorophias"
"374","Actinocyclus spiritus","Euphausia crystallorophias"
"375","Actinocyclus utricularis","Euphausia crystallorophias"
"376","Azpeitia tabularis","Euphausia crystallorophias"
"377","Banquisia belgicae","Euphausia crystallorophias"
"378","Chaetoceros bulbosum","Euphausia crystallorophias"
"379","Chaetoceros concavicornis","Euphausia crystallorophias"
"380","Chaetoceros criophilum","Euphausia crystallorophias"
"381","Chaetoceros dichaeta","Euphausia crystallorophias"
"382","Chaetoceros flexuosum","Euphausia crystallorophias"
"383","Chaetoceros neglectum","Euphausia crystallorophias"
"384","Chaetoceros pelagicus","Euphausia crystallorophias"
"385","Chaetoceros socialis","Euphausia crystallorophias"
"386","Corethron criophilum","Euphausia crystallorophias"
"387","Coscinodiscus oculoides","Euphausia crystallorophias"
"388","Cylindrotheca closterium","Euphausia crystallorophias"
"389","Eucampia antarctica","Euphausia crystallorophias"
"390","Fragilariopsis curta","Euphausia crystallorophias"
"391","Fragilariopsis cylindrus","Euphausia crystallorophias"
"392","Fragilariopsis kerguelensis","Euphausia crystallorophias"
"393","Fragilariopsis linearis","Euphausia crystallorophias"
"394","Fragilariopsis nana","Euphausia crystallorophias"
"395","Fragilariopsis obliquecostata","Euphausia crystallorophias"
"396","Fragilariopsis pseudonana","Euphausia crystallorophias"
"397","Fragilariopsis rhombica","Euphausia crystallorophias"
"398","Fragilariopsis ritscheri","Euphausia crystallorophias"
"399","Fragilariopsis separanda","Euphausia crystallorophias"
"400","Fragilariopsis sublinearis","Euphausia crystallorophias"
"401","Fragilariopsis vanheurckii","Euphausia crystallorophias"
"402","Manguinea fusiformis","Euphausia crystallorophias"
"403","Manguinea rigida","Euphausia crystallorophias"
"404","Navicula glaciei","Euphausia crystallorophias"
"405","Navicula schefterae","Euphausia crystallorophias"
"406","Nitzschia kerguelensis","Euphausia crystallorophias"
"407","Nitzschia lecointei","Euphausia crystallorophias"
"408","Nitzschia neglecta","Euphausia crystallorophias"
"409","Odontella weissflogii","Euphausia crystallorophias"
"410","Porosira glacialis","Euphausia crystallorophias"
"411","Porosira pseudodenticulata","Euphausia crystallorophias"
"412","Proboscia alata","Euphausia crystallorophias"
"413","Proboscia inermi","Euphausia crystallorophias"
"414","Proboscia truncata","Euphausia crystallorophias"
"415","Pseudo-Nitzschia heimii","Euphausia crystallorophias"
"416","Pseudo-Nitzschia liniola","Euphausia crystallorophias"
"417","Pseudo-Nitzschia prolongatoides","Euphausia crystallorophias"
"418","Pseudo-Nitzschia subcurvata","Euphausia crystallorophias"
"419","Rhizosolenia antennata","Euphausia crystallorophias"
"420","Stellarima microtrias","Euphausia crystallorophias"
"421","Thalassiosira antarctica","Euphausia crystallorophias"
"422","Thalassiosira australis","Euphausia crystallorophias"
"423","Thalassiosira frenguelliopsis","Euphausia crystallorophias"
"424","Thalassiosira gracilis","Euphausia crystallorophias"
"425","Thalassiosira gracilis expecta","Euphausia crystallorophias"
"426","Thalassiosira gravida","Euphausia crystallorophias"
"427","Thalassiosira lentiginosa","Euphausia crystallorophias"
"428","Thalassiosira ritscheri","Euphausia crystallorophias"
"429","Thalassiosira trifulta","Euphausia crystallorophias"
"430","Thalassiosira tumida","Euphausia crystallorophias"
"431","Trichotoxon reinboldii","Euphausia crystallorophias"
"432","Dictyocha speculum","Euphausia crystallorophias"
"433","Phaeocystis antarctica","Euphausia crystallorophias"
"434","Silicioflagellata","Euphausia crystallorophias"
"435","Bodo saltans","Euphausia crystallorophias"
"436","Amphidinium hadai","Euphausia crystallorophias"
"437","Gyrodinium lachryama","Euphausia crystallorophias"
"438","Parvicorbucula socialis","Euphausia crystallorophias"
"439","Actinocyclus actinochilus","Euphausia frigida"
"440","Actinocyclus spiritus","Euphausia frigida"
"441","Actinocyclus utricularis","Euphausia frigida"
"442","Azpeitia tabularis","Euphausia frigida"
"443","Banquisia belgicae","Euphausia frigida"
"444","Chaetoceros bulbosum","Euphausia frigida"
"445","Chaetoceros concavicornis","Euphausia frigida"
"446","Chaetoceros criophilum","Euphausia frigida"
"447","Chaetoceros dichaeta","Euphausia frigida"
"448","Chaetoceros flexuosum","Euphausia frigida"
"449","Chaetoceros neglectum","Euphausia frigida"
"450","Chaetoceros pelagicus","Euphausia frigida"
"451","Chaetoceros socialis","Euphausia frigida"
"452","Corethron criophilum","Euphausia frigida"
"453","Coscinodiscus oculoides","Euphausia frigida"
"454","Cylindrotheca closterium","Euphausia frigida"
"455","Eucampia antarctica","Euphausia frigida"
"456","Fragilariopsis curta","Euphausia frigida"
"457","Fragilariopsis cylindrus","Euphausia frigida"
"458","Fragilariopsis kerguelensis","Euphausia frigida"
"459","Fragilariopsis linearis","Euphausia frigida"
"460","Fragilariopsis nana","Euphausia frigida"
"461","Fragilariopsis obliquecostata","Euphausia frigida"
"462","Fragilariopsis pseudonana","Euphausia frigida"
"463","Fragilariopsis rhombica","Euphausia frigida"
"464","Fragilariopsis ritscheri","Euphausia frigida"
"465","Fragilariopsis separanda","Euphausia frigida"
"466","Fragilariopsis sublinearis","Euphausia frigida"
"467","Fragilariopsis vanheurckii","Euphausia frigida"
"468","Manguinea fusiformis","Euphausia frigida"
"469","Manguinea rigida","Euphausia frigida"
"470","Navicula glaciei","Euphausia frigida"
"471","Navicula schefterae","Euphausia frigida"
"472","Nitzschia kerguelensis","Euphausia frigida"
"473","Nitzschia lecointei","Euphausia frigida"
"474","Nitzschia neglecta","Euphausia frigida"
"475","Odontella weissflogii","Euphausia frigida"
"476","Porosira glacialis","Euphausia frigida"
"477","Porosira pseudodenticulata","Euphausia frigida"
"478","Proboscia alata","Euphausia frigida"
"479","Proboscia inermi","Euphausia frigida"
"480","Proboscia truncata","Euphausia frigida"
"481","Pseudo-Nitzschia heimii","Euphausia frigida"
"482","Pseudo-Nitzschia liniola","Euphausia frigida"
"483","Pseudo-Nitzschia prolongatoides","Euphausia frigida"
"484","Pseudo-Nitzschia subcurvata","Euphausia frigida"
"485","Rhizosolenia antennata","Euphausia frigida"
"486","Stellarima microtrias","Euphausia frigida"
"487","Thalassiosira antarctica","Euphausia frigida"
"488","Thalassiosira australis","Euphausia frigida"
"489","Thalassiosira frenguelliopsis","Euphausia frigida"
"490","Thalassiosira gracilis","Euphausia frigida"
"491","Thalassiosira gracilis expecta","Euphausia frigida"
"492","Thalassiosira gravida","Euphausia frigida"
"493","Thalassiosira lentiginosa","Euphausia frigida"
"494","Thalassiosira ritscheri","Euphausia frigida"
"495","Thalassiosira trifulta","Euphausia frigida"
"496","Thalassiosira tumida","Euphausia frigida"
"497","Trichotoxon reinboldii","Euphausia frigida"
"498","Dictyocha speculum","Euphausia frigida"
"499","Phaeocystis antarctica","Euphausia frigida"
"500","Silicioflagellata","Euphausia frigida"
"501","Bodo saltans","Euphausia frigida"
"502","Amphidinium hadai","Euphausia frigida"
"503","Gyrodinium lachryama","Euphausia frigida"
"504","Parvicorbucula socialis","Euphausia frigida"
